7.7115 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

41.5826 	WARNING 	Requested image 'ai_images/p4.png' not found but similar filename 'ai_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
41.5981 	EXP 	face: autoDraw = False
41.5981 	EXP 	face: image = 'ai_images/p4.png'
41.5981 	EXP 	face: autoDraw = True
42.0822 	EXP 	New trial (rep=4, index=9): {'images': 'ai_images/p6.png'}
42.0825 	WARNING 	Requested image 'ai_images/p6.png' not found but similar filename 'ai_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
42.0960 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
42.1012 	EXP 	face: autoDraw = False
42.1012 	EXP 	face: image = 'ai_images/p6.png'
42.1012 	EXP 	face: autoDraw = True
42.2337 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
42.5822 	EXP 	New trial (rep=4, index=10): {'images': 'ai_images/p2.png'}
42.5825 	WARNING 	Requested image 'ai_images/p2.png' not found but similar filename 'ai_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
42.5995 	EXP 	face: autoDraw = False
42.5995 	EXP 	face: image = 'ai_images/p2.png'
42.5995 	EXP 	face: autoDraw = True
43.0808 	EXP 	New trial (rep=4, index=11): {'images': 'ai_images/p3.png'}
43.0810 	WARNING 	Requested image 'ai_images/p3.png' not found but similar filename 'ai_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
43.0985 	EXP 	face: autoDraw = False
43.0985 	EXP 	face: image = 'ai_images/p3.png'
43.0985 	EXP 	face: autoDraw = True
43.5912 	EXP 	face: autoDraw = False
43.6270 	EXP 	window1: mouseVisible = True
